,0
438,"{'word': 'work by team', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
439,"{'word': 'satisfaction with product', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
440,zero
441,zero
442,zero
443,zero
444,zero
445,zero
446,zero
447,zero
448,zero
449,zero
450,zero
451,zero
452,"{'word': 'thanks to team', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
453,"{'word': 'personnel for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
454,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
455,zero
456,zero
457,zero
458,"{'word': 'product in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
459,"{'word': 'product in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
460,zero
461,zero
462,"{'word': 'fear of product', 'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
463,zero
464,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
465,zero
466,zero
467,zero
468,zero
469,zero
470,zero
471,zero
472,zero
473,zero
474,zero
475,"{'word': 'job for insulation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
476,zero
477,zero
478,zero
479,zero
480,zero
481,zero
482,zero
483,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
484,"{'word': 'months of purchase', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
485,zero
486,zero
487,zero
488,"{'word': 'quality of material', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
489,"{'word': 'knowledge about', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
490,zero
491,"{'word': 'avoid water contact', 'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}"
492,zero
493,zero
494,zero
495,"{'word': 'worst quality', 'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}"
496,"{'word': 'sleep on floor instead', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
497,"{'word': 'never buy', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
498,zero
499,"{'word': 'negative feedback', 'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719}"
500,"{'word': 'good quality bed', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
501,zero
502,zero
503,zero
504,"{'word': 'features shortcoming', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
505,"{'word': 'bed for price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
506,zero
507,zero
508,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
509,"{'word': 'poor support', 'neg': 0.534, 'neu': 0.0, 'pos': 0.466, 'compound': -0.1027}"
510,zero
511,zero
512,zero
513,zero
514,zero
515,"{'word': 'good quality bed', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
516,"{'word': 'worst installation', 'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}"
517,"{'word': 'bad service', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
518,zero
519,zero
520,zero
521,zero
522,zero
523,zero
524,zero
525,zero
526,"{'word': 'useless', 'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}"
527,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
528,zero
529,zero
530,zero
531,zero
532,zero
533,zero
534,"{'word': 'service from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
535,zero
536,zero
537,zero
538,zero
539,zero
540,zero
541,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
542,zero
543,"{'word': 'issue with design', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
544,"{'word': 'base of storage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
545,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
546,zero
547,zero
548,zero
549,zero
550,"{'word': 'design issue', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
551,"{'word': 'good size', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
552,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
553,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
554,zero
555,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
556,zero
557,zero
558,zero
559,zero
560,zero
561,zero
562,zero
563,zero
564,zero
565,zero
566,zero
567,zero
568,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
569,zero
570,zero
571,zero
572,zero
573,"{'word': 'good looking', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
574,"{'word': 'quality compromised', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
575,"{'word': 'time quality of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
576,zero
577,zero
578,"{'word': 'experience with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
579,"{'word': 'experience on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
580,zero
581,"{'word': 'cheap quality of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
582,"{'word': 'amount of scratches', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
583,"{'word': 'scratches in wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
584,"{'word': 'feeling of satisfaction', 'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.5267}"
585,"{'word': 'feeling for product', 'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.128}"
586,zero
587,zero
588,zero
589,zero
590,"{'word': 'product for price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
591,zero
592,zero
593,zero
594,zero
595,zero
596,zero
597,zero
598,zero
599,zero
600,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
601,zero
602,"{'word': 'good product', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
603,"{'word': 'does the job', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
604,zero
605,zero
606,zero
607,zero
608,zero
609,zero
610,zero
611,zero
612,zero
613,"{'word': 'bad investment', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
614,zero
615,"{'word': 'suitable for large rooms', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
616,"{'word': 'weight distributed at edges', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
617,"{'word': 'storage not fixed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
618,"{'word': 'base not fixed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
619,zero
620,"{'word': 'thanks to flipkart', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
621,zero
622,zero
623,zero
624,zero
625,"{'word': 'value for price', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
626,"{'word': 'bed for kids', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
627,"{'word': 'within budget', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
628,zero
629,zero
630,"{'word': 'product on price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
631,zero
632,zero
633,zero
634,zero
635,zero
636,zero
637,zero
638,zero
639,zero
640,zero
641,zero
642,"{'word': 'delivery on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
643,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
644,zero
645,"{'word': 'money for money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
646,"{'word': 'worth for price', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
647,"{'word': 'good installation guy', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
648,zero
649,"{'word': 'delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
650,zero
651,zero
652,zero
653,zero
654,zero
655,zero
656,zero
657,zero
658,zero
659,zero
660,zero
661,zero
662,"{'word': 'beauty of stuff', 'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}"
663,zero
664,zero
665,zero
666,zero
667,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
668,zero
669,zero
670,zero
671,zero
672,zero
673,"{'word': 'value for design', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
674,zero
675,zero
676,zero
677,"{'word': 'thickness of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
678,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
679,zero
680,zero
681,zero
682,zero
683,zero
684,zero
685,"{'word': 'disappointment with guy', 'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.5106}"
686,zero
687,zero
688,"{'word': 'purchase of flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
689,zero
690,zero
691,zero
692,zero
693,zero
694,zero
695,zero
696,"{'word': 'product for permanent house', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
697,zero
698,zero
699,zero
700,zero
701,zero
702,zero
703,zero
704,"{'word': 'bad experience', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
705,"{'word': 'return for damaged parts', 'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}"
706,zero
707,zero
708,"{'word': 'purchasing in market', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
709,"{'word': 'worth of money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
710,zero
711,zero
712,zero
713,zero
714,"{'word': 'worth for money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
715,zero
716,zero
717,"{'word': 'scratches on', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
718,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
719,"{'word': 'compare to', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
720,zero
721,zero
722,zero
723,zero
724,zero
725,zero
726,zero
727,"{'word': 'gap between surface', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
728,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
729,zero
730,zero
731,zero
732,zero
733,"{'word': 'good installation', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
734,"{'word': 'avoid water', 'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}"
735,"{'word': 'good quality', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
736,"{'word': 'two person bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
737,zero
738,zero
739,zero
740,zero
741,"{'word': 'good price range', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
742,"{'word': 'spacious', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
743,zero
744,zero
745,zero
746,zero
747,zero
748,zero
749,zero
750,zero
751,zero
752,zero
753,"{'word': 'value for bed', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
754,zero
755,"{'word': 'go for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
756,zero
757,"{'word': 'bed with price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
758,zero
759,zero
760,zero
761,zero
762,zero
763,"{'word': 'job by installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
764,zero
765,zero
766,zero
767,"{'word': 'opening for storage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
768,zero
769,zero
770,"{'word': 'value for installation', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
771,zero
772,zero
773,zero
774,zero
775,"{'word': 'values for money', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
776,zero
777,zero
778,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
779,"{'word': 'thanks to flipkart', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
780,zero
781,zero
782,zero
783,zero
784,zero
785,zero
786,zero
787,"{'word': 'less heighted', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
788,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
789,zero
790,zero
791,zero
792,zero
793,zero
794,"{'word': 'product in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
795,zero
796,"{'word': 'bad quality', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
797,"{'word': 'rain issues', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
798,zero
799,"{'word': 'holes for screws', 'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25}"
800,"{'word': 'gap between storage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
801,zero
802,zero
803,zero
804,zero
805,zero
806,zero
807,zero
808,"{'word': 'fragile', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
809,"{'word': 'pathetic product', 'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719}"
810,"{'word': 'never buy', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
811,zero
812,zero
813,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
814,zero
815,zero
816,zero
817,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
818,zero
819,zero
820,zero
821,"{'word': 'cleaning brushes needed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
822,zero
823,zero
824,zero
825,zero
826,zero
827,zero
828,zero
829,zero
830,"{'word': 'no value for money', 'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.2584}"
831,zero
832,zero
833,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
834,"{'word': 'bed with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
835,"{'word': 'bed in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
836,"{'word': 'good.not with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
837,"{'word': 'range of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
838,"{'word': 'fungus issue', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
839,"{'word': 'problem in boards', 'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}"
840,zero
841,zero
842,zero
843,"{'word': 'installation by service', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
844,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
845,zero
846,zero
847,zero
848,zero
849,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
850,zero
851,zero
852,"{'word': 'design of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
853,zero
854,zero
855,zero
856,zero
857,zero
858,zero
859,zero
860,"{'word': 'delivery in time.installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
861,"{'word': 'delivery in time.installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
862,"{'word': 'value for product', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
863,zero
864,zero
865,zero
866,zero
867,zero
868,zero
869,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
870,zero
871,zero
872,"{'word': 'productgo for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
873,zero
874,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
875,zero
876,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
877,"{'word': 'good product', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
878,"{'word': 'avoid mositure', 'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}"
879,zero
880,"{'word': 'method of handling', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
881,zero
882,zero
883,zero
884,"{'word': 'shifting issues', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
885,zero
886,zero
887,zero
888,zero
889,zero
890,"{'word': 'spam of periods', 'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}"
891,zero
892,zero
893,zero
894,zero
895,zero
896,zero
897,zero
898,zero
899,zero
900,zero
901,"{'word': 'quality in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
902,"{'word': 'image.worth of money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
903,zero
904,zero
905,zero
906,zero
907,zero
908,"{'word': 'improvement in design', 'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}"
909,zero
910,zero
911,zero
912,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
913,"{'word': 'edges in corners', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
914,"{'word': 'bases for storage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
915,"{'word': 'instructions in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
916,"{'word': 'planks from side lack', 'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.3182}"
917,"{'word': 'sidws lack of clarity', 'neg': 0.329, 'neu': 0.286, 'pos': 0.386, 'compound': 0.1027}"
918,"{'word': 'clarity on schedule', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
919,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
920,zero
921,zero
922,zero
923,"{'word': 'product at rate.if', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
924,"{'word': 'installation by jeeves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
925,"{'word': 'time on delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
926,zero
927,"{'word': 'deal for price.durabilityshut', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
928,"{'word': 'guidance of money', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
929,zero
930,"{'word': 'product review after week', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
931,"{'word': 'week of usage looks good', 'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
932,"{'word': 'bed in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
933,zero
934,zero
935,"{'word': 'money with product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
936,zero
937,zero
938,zero
939,zero
940,zero
941,zero
942,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
943,zero
944,"{'word': 'lot of noise', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
945,"{'word': 'bad installation', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
946,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
947,"{'word': 'wastage of money.never', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
948,zero
949,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
950,"{'word': 'months of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
951,zero
952,"{'word': 'great work', 'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
953,zero
954,zero
955,"{'word': 'good product', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
956,zero
957,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
958,zero
959,"{'word': 'installation issue', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
960,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
961,zero
962,zero
963,zero
964,zero
965,zero
966,zero
967,zero
968,"{'word': 'bed for rs', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
969,zero
970,"{'word': 'good bed', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
971,zero
972,"{'word': 'installation for bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
973,zero
974,"{'word': 'worst online experience', 'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}"
975,zero
976,zero
977,zero
978,zero
979,zero
980,zero
981,zero
982,zero
983,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
984,"{'word': 'fungus in days', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
985,"{'word': 'fungus for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
986,zero
987,"{'word': 'replacement good', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
988,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
989,zero
990,"{'word': 'great quality', 'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
991,"{'word': 'damaged board', 'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}"
992,zero
993,"{'word': 'value for sale', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
994,zero
995,zero
996,zero
997,zero
998,zero
999,zero
1000,zero
1001,zero
1002,zero
1003,"{'word': 'installation of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1004,"{'word': 'thanks for cooperation', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1005,zero
1006,zero
1007,zero
1008,zero
1009,zero
1010,zero
1011,zero
1012,zero
1013,"{'word': 'improvement in durability', 'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}"
1014,zero
1015,"{'word': 'bad product', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
1016,"{'word': 'bad installation', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
1017,"{'word': 'temporary use', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1018,zero
1019,"{'word': 'thanks for flipkart', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1020,"{'word': 'budget wise good', 'neg': 0.0, 'neu': 0.143, 'pos': 0.857, 'compound': 0.7184}"
1021,"{'word': 'bad quality', 'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}"
1022,zero
1023,zero
1024,zero
1025,zero
1026,zero
1027,zero
1028,zero
1029,"{'word': 'buy from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1030,zero
1031,zero
1032,"{'word': 'fungi growth', 'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3818}"
1033,zero
1034,zero
1035,zero
1036,zero
1037,zero
1038,zero
1039,zero
1040,"{'word': 'cheap quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1041,"{'word': 'hurt kids', 'neg': 0.773, 'neu': 0.227, 'pos': 0.0, 'compound': -0.5267}"
1042,"{'word': 'problem in', 'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4019}"
1043,zero
1044,zero
1045,zero
1046,zero
1047,zero
1048,zero
1049,zero
1050,zero
1051,zero
1052,zero
1053,zero
1054,"{'word': 'product from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1055,zero
1056,zero
1057,"{'word': 'great bed', 'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
1058,"{'word': 'reviewing after a week', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1059,"{'word': 'no trouble', 'neg': 0.0, 'neu': 0.307, 'pos': 0.693, 'compound': 0.3089}"
1060,zero
1061,zero
1062,zero
1063,zero
1064,zero
1065,zero
1066,zero
1067,zero
1068,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1069,zero
1070,zero
1071,zero
1072,zero
1073,"{'word': 'bed for adults', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1074,"{'word': 'day of delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1075,"{'word': 'month of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1076,"{'word': 'great service', 'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
1077,zero
