,0
1617,"{'word': 'productworth of penny', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1618,"{'word': 'service on product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1619,"{'word': 'service from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1620,"{'word': 'gap between end', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1621,zero
1622,zero
1623,"{'word': 'technician with behavior', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1624,zero
1625,zero
1626,zero
1627,"{'word': 'sharp.beware of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1628,zero
1629,zero
1630,zero
1631,zero
1632,zero
1633,zero
1634,zero
1635,"{'word': 'worth for money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
1636,"{'word': 'product with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1637,"{'word': 'product in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1638,zero
1639,zero
1640,zero
1641,zero
1642,zero
1643,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1644,"{'word': 'support of flipkart', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
1645,"{'word': 'pictures in flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1646,zero
1647,zero
1648,zero
1649,"{'word': 'damages found', 'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}"
1650,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1651,zero
1652,zero
1653,zero
1654,"{'word': 'durability of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1655,"{'word': 'not for rough use', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1656,zero
1657,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1658,zero
1659,zero
1660,"{'word': 'good for price', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1661,zero
1662,zero
1663,zero
1664,"{'word': 'box under bed.i', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1665,zero
1666,zero
1667,zero
1668,"{'word': 'job with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1669,"{'word': 'bugs on side', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1670,"{'word': 'side of wood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1671,zero
1672,zero
1673,"{'word': 'piles of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1674,zero
1675,zero
1676,zero
1677,zero
1678,zero
1679,"{'word': 'comparison to quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1680,"{'word': 'price down', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1681,"{'word': 'beware of water', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1682,zero
1683,"{'word': 'corner of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1684,"{'word': 'flipkart to', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1685,"{'word': 'flipkart for region', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1686,zero
1687,zero
1688,zero
1689,zero
1690,"{'word': 'value for money.i', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1691,zero
1692,zero
1693,zero
1694,zero
1695,"{'word': 'experience with fit', 'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
1696,zero
1697,"{'word': 'day of delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1698,zero
1699,zero
1700,zero
1701,zero
1702,"{'word': 'quality at this price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1703,zero
1704,zero
1705,"{'word': 'installation of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1706,zero
1707,zero
1708,zero
1709,zero
1710,zero
1711,zero
1712,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1713,"{'word': 'product in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1714,zero
1715,zero
1716,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1717,zero
1718,"{'word': 'curve in portion', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1719,"{'word': 'getting', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1720,"{'word': 'pain back', 'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}"
1721,zero
1722,"{'word': 'value of superb', 'neg': 0.0, 'neu': 0.133, 'pos': 0.867, 'compound': 0.7579}"
1723,zero
1724,zero
1725,zero
1726,zero
1727,zero
1728,zero
1729,zero
1730,zero
1731,zero
1732,zero
1733,zero
1734,"{'word': 'product in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1735,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1736,"{'word': 'hours of delivery', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1737,"{'word': 'item with service', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1738,"{'word': 'service in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1739,"{'word': 'effort for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1740,zero
1741,zero
1742,zero
1743,"{'word': 'service from man', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1744,zero
1745,zero
1746,zero
1747,zero
1748,"{'word': 'installation in time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1749,"{'word': 'installation by imran', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1750,zero
1751,zero
1752,zero
1753,zero
1754,zero
1755,zero
1756,zero
1757,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1758,zero
1759,zero
1760,zero
1761,zero
1762,zero
1763,zero
1764,zero
1765,zero
1766,zero
1767,zero
1768,zero
1769,zero
1770,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1771,zero
1772,zero
1773,"{'word': 'conversation with care', 'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}"
1774,"{'word': 'conversation for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1775,zero
1776,zero
1777,zero
1778,zero
1779,zero
1780,zero
1781,zero
1782,zero
1783,"{'word': 'product for services', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1784,zero
1785,zero
1786,zero
1787,zero
1788,zero
1789,zero
1790,zero
1791,zero
1792,zero
1793,zero
1794,"{'word': 'installation in manner', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1795,"{'word': 'am', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1796,"{'word': 'work on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1797,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1798,zero
1799,"{'word': 'demo within time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1800,zero
1801,zero
1802,zero
1803,zero
1804,zero
1805,"{'word': 'installation in sense', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1806,zero
1807,zero
1808,zero
1809,zero
1810,zero
1811,zero
1812,zero
1813,zero
1814,"{'word': 'experience from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1815,zero
1816,zero
1817,"{'word': 'piece of garbage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1818,zero
1819,zero
1820,"{'word': 'product in range', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1821,zero
1822,zero
1823,"{'word': 'product on look', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1824,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1825,zero
1826,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
1827,zero
1828,zero
1829,"{'word': 'product at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1830,"{'word': 'go for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1831,zero
1832,zero
1833,"{'word': 'behavior of person', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1834,"{'word': 'durability of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1835,zero
1836,zero
1837,"{'word': 'product with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1838,"{'word': 'provide by ravinder', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1839,zero
1840,zero
1841,zero
1842,zero
1843,zero
1844,zero
1845,zero
1846,zero
1847,zero
1848,"{'word': 'prices for', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1849,zero
1850,zero
1851,zero
1852,zero
1853,"{'word': 'product for price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1854,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1855,zero
1856,zero
1857,zero
1858,zero
1859,zero
1860,zero
1861,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1862,zero
1863,zero
1864,zero
1865,zero
1866,"{'word': 'quality of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1867,zero
1868,zero
1869,zero
1870,zero
1871,zero
1872,zero
1873,"{'word': 'product for people', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1874,zero
1875,zero
1876,zero
1877,zero
1878,zero
1879,zero
1880,zero
1881,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1882,zero
1883,"{'word': 'hours of team', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1884,zero
1885,zero
1886,zero
1887,"{'word': 'month of purchase', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1888,zero
1889,zero
1890,"{'word': 'installation by kumar', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1891,zero
1892,zero
1893,zero
1894,zero
1895,zero
1896,"{'word': 'installation by saharan', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1897,zero
1898,zero
1899,zero
1900,zero
1901,zero
1902,zero
1903,zero
1904,"{'word': 'on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1905,zero
1906,zero
1907,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1908,zero
1909,zero
1910,zero
1911,zero
1912,"{'word': 'installation by', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1913,"{'word': 'parts of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1914,zero
1915,zero
1916,zero
1917,zero
1918,"{'word': 'bottom', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1919,"{'word': 'wastage of time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1920,zero
1921,"{'word': 'thanks to team', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
1922,"{'word': 'thanks for', 'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
1923,zero
1924,zero
1925,zero
1926,zero
1927,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1928,zero
1929,zero
1930,zero
1931,zero
1932,zero
1933,"{'word': 'installation by stars', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1934,"{'word': 'stars for installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1935,zero
1936,zero
1937,zero
1938,zero
1939,"{'word': 'use of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1940,"{'word': 'return to product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1941,zero
1942,"{'word': 'bed in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1943,zero
1944,zero
1945,"{'word': 'quality after year', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1946,"{'word': 'year of use', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1947,"{'word': 'value of money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1948,zero
1949,"{'word': 'wastage of service', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1950,zero
1951,zero
1952,zero
1953,"{'word': 'installation with quality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1954,zero
1955,"{'word': 'service of engineer', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1956,zero
1957,zero
1958,zero
1959,zero
1960,"{'word': 'part of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1961,zero
1962,zero
1963,zero
1964,"{'word': 'type of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1965,"{'word': 'kind in fact', 'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267}"
1966,"{'word': 'kind of sticker', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1967,"{'word': 'response from team', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1968,zero
1969,zero
1970,zero
1971,zero
1972,zero
1973,"{'word': 'height from floor', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1974,zero
1975,zero
1976,zero
1977,zero
1978,zero
1979,"{'word': 'west of flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1980,zero
1981,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1982,"{'word': 'money on service', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1983,zero
1984,zero
1985,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1986,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
1987,"{'word': 'cot from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1988,zero
1989,zero
1990,zero
1991,zero
1992,zero
1993,zero
1994,zero
1995,zero
1996,zero
1997,zero
1998,zero
1999,zero
2000,zero
2001,zero
2002,zero
2003,"{'word': 'supplier in store', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2004,"{'word': 'product for use', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2005,"{'word': 'best', 'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}"
2006,"{'word': 'quality of practicality', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2007,"{'word': 'interior of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2008,zero
2009,zero
2010,"{'word': 'bed in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2011,zero
2012,zero
2013,"{'word': 'installation in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2014,zero
2015,"{'word': 'quality up', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2016,zero
2017,zero
2018,zero
2019,zero
2020,zero
2021,"{'word': 'installation by behavior', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2022,zero
2023,zero
2024,zero
2025,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2026,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2027,zero
2028,zero
2029,"{'word': 'height of space', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2030,"{'word': 'wood of storage', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2031,"{'word': 'time of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2032,"{'word': 'product of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2033,zero
2034,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2035,zero
2036,zero
2037,zero
2038,"{'word': 'value for money.i', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2039,"{'word': 'installation of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2040,"{'word': 'kind of equipment', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2041,"{'word': 'possibility of damage', 'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
2042,"{'word': 'damage by hands.apart', 'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}"
2043,"{'word': 'damage from', 'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.4939}"
2044,zero
2045,zero
2046,zero
2047,zero
2048,zero
2049,"{'word': 'knowledge of thing', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2050,"{'word': 'corners in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2051,zero
2052,zero
2053,zero
2054,zero
2055,zero
2056,zero
2057,zero
2058,zero
2059,"{'word': 'price of ', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2060,"{'word': 'installation by flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2061,zero
2062,zero
2063,"{'word': 'waste for product', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2064,zero
2065,"{'word': 'touch with water', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2066,zero
2067,zero
2068,zero
2069,zero
2070,zero
2071,"{'word': 'satisfaction with installation', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2072,"{'word': 'thanks for timings', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2073,zero
2074,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2075,zero
2076,"{'word': 'knowledge about sh', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2077,zero
2078,zero
2079,"{'word': 'demo for opening', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2080,zero
2081,zero
2082,zero
2083,zero
2084,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2085,"{'word': 'because', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2086,"{'word': 'kid on force', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2087,zero
2088,"{'word': 'issue in coverall', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2089,zero
2090,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2091,zero
2092,zero
2093,"{'word': 'good in segment', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2094,zero
2095,"{'word': 'installation by engineer', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2096,zero
2097,"{'word': 'months', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2098,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2099,zero
2100,zero
2101,zero
2102,zero
2103,zero
2104,zero
2105,zero
2106,zero
2107,zero
2108,zero
2109,zero
2110,"{'word': 'price of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2111,zero
2112,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2113,zero
2114,zero
2115,zero
2116,zero
2117,zero
2118,"{'word': 'guys for installation', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2119,zero
2120,zero
2121,zero
2122,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2123,"{'word': 'quality of product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2124,zero
2125,zero
2126,zero
2127,"{'word': 'cost of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2128,"{'word': 'product for site', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2129,"{'word': 'it', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2130,"{'word': 'doubt about durability', 'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}"
2131,"{'word': 'doubt at point', 'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}"
2132,zero
2133,zero
2134,zero
2135,"{'word': 'design without heel', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2136,"{'word': 'please dont', 'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}"
2137,zero
2138,zero
2139,zero
2140,zero
2141,zero
2142,"{'word': 'product with product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2143,"{'word': 'bed from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2144,zero
2145,zero
2146,zero
2147,zero
2148,"{'word': 'fit of size', 'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
2149,zero
2150,zero
2151,zero
2152,zero
2153,zero
2154,"{'word': 'product after use', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2155,"{'word': 'use of days', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2156,zero
2157,"{'word': 'edges around corners', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2158,zero
2159,zero
2160,"{'word': 'pack in', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2161,zero
2162,"{'word': 'service from flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2163,"{'word': 'product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2164,"{'word': 'okay for years', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
2165,"{'word': 'price of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2166,zero
2167,"{'word': 'bed at price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2168,"{'word': 'best', 'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}"
2169,"{'word': 'issue in space', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2170,zero
2171,zero
2172,"{'word': 'product', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2173,"{'word': 'worth for money', 'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}"
2174,"{'word': 'thanks to flipkart', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2175,zero
2176,zero
2177,"{'word': 'space in box', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2178,"{'word': 'base of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2179,zero
2180,zero
2181,"{'word': 'note of durability', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2182,zero
2183,"{'word': 'product in price', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2184,zero
2185,zero
2186,zero
2187,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2188,zero
2189,"{'word': 'gap between plywood', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2190,zero
2191,zero
2192,zero
2193,zero
2194,zero
2195,zero
2196,"{'word': 'conditions', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2197,"{'word': 'backside of bed', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2198,zero
2199,zero
2200,zero
2201,zero
2202,zero
2203,zero
2204,"{'word': 'value for size', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2205,"{'word': 'lot of space', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2206,"{'word': 'delivery with boys', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2207,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2208,"{'word': 'lot of patches', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2209,"{'word': 'lot on clothes', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2210,"{'word': 'product in budget', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2211,zero
2212,"{'word': 'help of sheila', 'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
